user_id,recomendations
506,"[874972, 983659, 866211, 5568732, 1050851]"
507,"[874972, 1080853, 1081177, 1029743, 1106523]"
508,"[874972, 1029743, 916122, 5569230, 844179]"
509,"[874972, 1029743, 5569230, 916122, 844179]"
510,"[1051046, 13008412, 905636, 929018, 1019643]"
511,"[836445, 5569230, 844179, 986912, 1116635]"
512,"[12262978, 1106523, 899624, 850139, 12731544]"
513,"[849202, 8177622, 822178, 1018740, 1097635]"
514,"[872342, 893018, 1081177, 909714, 1062002]"
515,"[874972, 985893, 13115579, 1106523, 5592931]"
516,"[874972, 1029743, 5569230, 916122, 844179]"
517,"[874972, 840227, 849505, 1126899, 1004906]"
518,"[12172071, 1029743, 1016709, 1034955, 1122358]"
519,"[874972, 835098, 888586, 907099, 1029743]"
520,"[874972, 985893, 913210, 1029743, 1106523]"
521,"[1130729, 957736, 835300, 1041688, 1084036]"
522,"[874972, 1029743, 5569230, 916122, 844179]"
523,"[968072, 919423, 940947, 898121, 9803601]"
524,"[874972, 7441498, 901062, 1058185, 1029743]"
525,"[874972, 883003, 821209, 1124971, 1087102]"
526,"[1137346, 5568489, 1089954, 7169088, 957063]"
527,"[874972, 910109, 945662, 5567582, 1131321]"
528,"[874972, 1070820, 8090537, 1139782, 1081177]"
529,"[874972, 1106523, 1127831, 5569230, 916122]"
530,"[874972, 5995603, 1029743, 1106523, 5569230]"
531,"[874972, 1106523, 916122, 5569230, 844179]"
532,"[874972, 844697, 7169089, 1029743, 1106523]"
533,"[874972, 844179, 1126899, 5569230, 916122]"
534,"[874972, 1135834, 1029743, 1106523, 5569230]"
535,"[874972, 5569230, 1126899, 916122, 844179]"
536,"[874972, 1029743, 1106523, 5569230, 916122]"
537,"[874972, 1070820, 882489, 1116635, 1028953]"
538,"[906335, 5568995, 1110244, 1070820, 865174]"
539,"[1012514, 5569374, 13189726, 933835, 1068719]"
540,"[874972, 1046816, 835098, 1000237, 995965]"
541,"[874972, 1122358, 1029743, 1106523, 5569230]"
542,"[874972, 1113438, 1135476, 1082990, 1106523]"
543,"[879734, 8090537, 1132231, 820486, 1009187]"
544,"[874972, 12731436, 12811532, 1082185, 1029743]"
545,"[874972, 1121360, 1082185, 986912, 1055504]"
546,"[874972, 1029743, 916122, 5569230, 844179]"
547,"[874972, 1106523, 844179, 5569230, 916122]"
548,"[874972, 946244, 973086, 885406, 1082185]"
549,"[874972, 1029743, 916122, 5569230, 844179]"
550,"[874972, 1029743, 6034857, 835098, 8119004]"
551,"[874972, 919535, 1070702, 1029743, 1106523]"
552,"[874972, 5569230, 844179, 1029743, 916122]"
553,"[849202, 9881593, 1132771, 832678, 1009361]"
554,"[874972, 1029743, 1013807, 1085357, 908318]"
555,"[874972, 1029743, 5569230, 916122, 844179]"
556,"[874972, 1106523, 5569230, 916122, 844179]"
557,"[874972, 990297, 1029743, 1106523, 5569230]"
558,"[874972, 1072693, 996087, 1106523, 950206]"
559,"[874972, 1029743, 5569230, 916122, 844179]"
560,"[1082627, 956672, 884686, 1005274, 1012701]"
561,"[944018, 999104, 9677236, 6034857, 908318]"
562,"[7410217, 8090560, 919423, 1029743, 1074333]"
563,"[874972, 1106523, 5569230, 916122, 844179]"
564,"[1069506, 1139142, 865511, 1029743, 1106523]"
565,"[874972, 1029743, 5569230, 916122, 844179]"
566,"[874972, 1106523, 5569230, 916122, 844179]"
567,"[974156, 12648296, 857130, 986912, 1089766]"
568,"[1038663, 1136657, 835300, 5572738, 819308]"
569,"[874972, 1029743, 1106523, 5569230, 916122]"
570,"[874972, 1029743, 1106523, 5569230, 916122]"
571,"[874972, 1029743, 5569230, 916122, 844179]"
572,"[874972, 1029743, 5569230, 916122, 844179]"
573,"[874972, 6443350, 1029743, 1106523, 5569230]"
574,"[9419528, 1101010, 995628, 891505, 5568489]"
575,"[1048257, 963686, 6464147, 890610, 883912]"
576,"[874972, 1029743, 5569230, 916122, 844179]"
577,"[974156, 901062, 957736, 986912, 1056509]"
578,"[874972, 9655482, 5568249, 847207, 6602697]"
579,"[874972, 1029743, 6534201, 1029743, 1106523]"
580,"[1118946, 5569471, 899459, 1056509, 917438]"
581,"[874972, 5567702, 1044078, 1126899, 983584]"
582,"[948670, 1087081, 1026118, 5569230, 854852]"
583,"[874972, 1103476, 933835, 880284, 1000002]"
584,"[874972, 916122, 844179, 1029743, 5569230]"
585,"[874972, 1082185, 1029743, 1106523, 5569230]"
586,"[906335, 1034955, 999779, 1132198, 9884698]"
587,"[874972, 1077373, 1029743, 1106523, 5569230]"
588,"[1034176, 1131321, 7462562, 885290, 883003]"
589,"[874972, 1029743, 916122, 5569230, 844179]"
590,"[1139216, 6463729, 923149, 5569230, 1029743]"
591,"[1065017, 1043920, 1029743, 1025611, 933067]"
592,"[874972, 979877, 6034857, 1070820, 866211]"
593,"[874972, 871756, 1029743, 1106523, 5569230]"
594,"[874972, 910032, 1029743, 1106523, 5569230]"
595,"[874972, 865718, 933835, 1106523, 1013389]"
596,"[874972, 916122, 1072523, 885290, 8090521]"
597,"[874972, 839419, 1029743, 1106523, 5569230]"
598,"[12262978, 976199, 1008032, 9553048, 1106523]"
599,"[874972, 951412, 6034857, 1117514, 1005898]"
600,"[1021324, 976199, 1068719, 5569230, 1046587]"
601,"[9521787, 1072693, 938319, 916990, 5568072]"
602,"[1129049, 983584, 6463717, 5587656, 1029743]"
603,"[874972, 1029743, 1106523, 5569230, 916122]"
604,"[874972, 901776, 12754036, 5569374, 914577]"
605,"[948670, 959272, 7025203, 1106523, 965772]"
606,"[874972, 835619, 9297062, 970160, 838186]"
607,"[874972, 1106523, 5569230, 916122, 844179]"
608,"[863762, 1101010, 889509, 5565802, 907631]"
609,"[874972, 1029743, 1029743, 1106523, 5569230]"
610,"[874972, 1004906, 839485, 1029743, 1106523]"
611,"[874972, 1070845, 1054539, 1029743, 8177622]"
612,"[826666, 8090532, 1046587, 1103476, 826695]"
613,"[874972, 1029743, 916122, 5569230, 844179]"
614,"[874972, 1137387, 12301073, 1029743, 5565925]"
615,"[874972, 1024306, 1068719, 878996, 1029743]"
616,"[874972, 1029743, 5569230, 916122, 844179]"
617,"[14106445, 10344585, 6602697, 916575, 916993]"
618,"[947858, 1006878, 844179, 856818, 1012587]"
619,"[874972, 1029743, 5569230, 916122, 844179]"
620,"[874972, 1029743, 5569230, 916122, 844179]"
621,"[874972, 1116741, 1137775, 1112825, 948298]"
622,"[1065538, 6534077, 1029125, 1106523, 844179]"
623,"[874972, 1118033, 934427, 1029743, 1106523]"
624,"[956599, 6395907, 921504, 887661, 1008032]"
625,"[874972, 5565925, 1131321, 921504, 1124695]"
626,"[874972, 1029743, 5569230, 916122, 844179]"
627,"[874972, 965766, 1029743, 1106523, 5569230]"
628,"[874972, 5569230, 860703, 1029743, 1048833]"
629,"[874972, 1029743, 5569230, 916122, 844179]"
630,"[12810391, 1069039, 1135044, 6464147, 1070820]"
631,"[944018, 5569471, 1135834, 6551861, 965842]"
632,"[874972, 1101010, 933835, 1029743, 880895]"
633,"[833940, 8090513, 12301839, 1075368, 1002787]"
634,"[874972, 1106523, 5569230, 916122, 844179]"
635,"[874972, 849003, 1029743, 1106523, 5569230]"
636,"[874972, 1019247, 1121384, 13115914, 8358933]"
637,"[874972, 1124695, 949151, 926905, 1037840]"
638,"[825343, 1101858, 12987975, 1059347, 1016709]"
639,"[874972, 1106523, 5569230, 916122, 844179]"
640,"[1021324, 12301839, 924352, 1106523, 9884698]"
641,"[12731432, 1131321, 1042571, 1126899, 1131830]"
642,"[874972, 1029743, 5569230, 916122, 844179]"
643,"[874972, 6534035, 6391532, 1029743, 1106523]"
644,"[874972, 869728, 1053730, 1005274, 9297062]"
645,"[874972, 1106523, 5569230, 916122, 844179]"
646,"[874972, 1106523, 1044078, 5569230, 916122]"
647,"[1015785, 866211, 862725, 5592610, 1043751]"
648,"[1111080, 1019643, 907099, 12988031, 854852]"
649,"[874972, 1106523, 5569230, 916122, 844179]"
650,"[874972, 1029743, 1106523, 5569230, 916122]"
651,"[874972, 1106523, 5569230, 916122, 844179]"
652,"[874972, 1067695, 1081177, 832678, 15926844]"
653,"[874972, 1075786, 957063, 952972, 5569471]"
654,"[1034176, 1056509, 15926886, 843338, 1082185]"
655,"[1069863, 5568732, 5568489, 1029743, 1008032]"
656,"[874972, 9881593, 5568758, 926905, 1029743]"
657,"[874972, 1029743, 5569230, 916122, 844179]"
658,"[12810389, 844179, 823990, 1038745, 959172]"
659,"[874972, 5569845, 908318, 1021519, 925862]"
660,"[874972, 892573, 890620, 7167687, 971922]"
661,"[947858, 1070272, 896862, 13158064, 1004596]"
662,"[874972, 1068291, 1029743, 1106523, 5569230]"
663,"[12731432, 899624, 1096728, 5569230, 1113381]"
664,"[874972, 1025611, 6463775, 1106523, 981086]"
665,"[874972, 986912, 1029743, 1106523, 5569230]"
666,"[874972, 5592261, 998556, 1029743, 1106523]"
667,"[12731432, 1105917, 836445, 6463729, 1048068]"
668,"[874972, 6533608, 1028891, 1024306, 15831255]"
669,"[970747, 6391381, 1136033, 1126899, 1082185]"
670,"[12384953, 910207, 6533394, 1029743, 899115]"
671,"[874972, 957951, 8090521, 1029743, 1056509]"
672,"[1099510, 6464165, 6534030, 983584, 6533681]"
673,"[874972, 925862, 854261, 1084694, 1029743]"
674,"[1107420, 834117, 854852, 1044078, 6463717]"
675,"[874972, 5592931, 1037863, 910673, 871188]"
676,"[1038663, 904521, 957063, 1016800, 862335]"
677,"[13506119, 946995, 995478, 1029743, 1106523]"
678,"[874972, 1029743, 5569230, 916122, 844179]"
679,"[1013928, 987044, 1071713, 8090521, 999714]"
680,"[874972, 1070820, 893018, 844179, 6034857]"
681,"[850102, 1072917, 1042616, 890695, 1134483]"
682,"[874972, 1106523, 5569230, 916122, 844179]"
683,"[874972, 1029743, 5569230, 916122, 844179]"
684,"[874972, 15926886, 1029743, 1106523, 5569230]"
685,"[848029, 6533608, 9677874, 1015539, 9835509]"
686,"[874972, 907625, 1029743, 1106523, 5569230]"
687,"[874972, 1088683, 1136719, 6514160, 865705]"
688,"[874972, 1106523, 844179, 5569230, 916122]"
689,"[874972, 1029743, 5569230, 916122, 844179]"
690,"[878715, 1113274, 823990, 1037840, 1029743]"
691,"[874972, 1029743, 5569230, 916122, 844179]"
692,"[1004436, 1076580, 6034857, 1019643, 1135834]"
693,"[849202, 1057102, 9831882, 1127716, 1044188]"
694,"[874972, 1101010, 844179, 1037840, 865528]"
695,"[1069312, 892500, 899459, 888054, 6391557]"
696,"[1133745, 8090539, 999104, 1126899, 983584]"
697,"[14106445, 6602697, 840227, 959219, 1120261]"
698,"[874972, 6034857, 901666, 9803601, 866211]"
699,"[12731432, 6904613, 5570882, 5569471, 823775]"
700,"[1069863, 1122358, 1092937, 1101010, 1124695]"
701,"[9419528, 8177622, 1055425, 891632, 1074333]"
702,"[904997, 1070820, 899459, 8020234, 1051323]"
703,"[860248, 823530, 919766, 901776, 1121720]"
704,"[874972, 1106523, 5569230, 916122, 844179]"
705,"[874972, 1070820, 12757316, 1029743, 1106523]"
706,"[1137346, 10341855, 1118046, 1117219, 1070820]"
707,"[1110111, 1136719, 944938, 929018, 13213475]"
708,"[904997, 871188, 1082185, 1029743, 12949855]"
709,"[1052294, 983584, 10344585, 914318, 873577]"
710,"[874972, 5574377, 12301100, 1106523, 995628]"
711,"[864893, 8090521, 1037840, 1029743, 1106523]"
712,"[6552318, 879876, 880150, 963365, 901397]"
713,"[874972, 979877, 9881592, 849297, 1029743]"
714,"[12731432, 6534030, 829323, 1126899, 1082185]"
715,"[874972, 1131321, 1127758, 12132312, 956486]"
716,"[874972, 1024306, 901666, 1051516, 1026118]"
717,"[1021324, 1029743, 1106523, 5569230, 916122]"
718,"[874972, 12988031, 1135573, 899459, 896085]"
719,"[874972, 957232, 1082185, 1106523, 895930]"
720,"[1115069, 1081177, 1056212, 1029743, 1106523]"
721,"[13213240, 1029743, 1106523, 5569230, 916122]"
722,"[874972, 854754, 1074333, 830526, 9836353]"
723,"[956599, 934399, 829645, 1043920, 9419443]"
724,"[874972, 1029743, 1106523, 5569230, 916122]"
725,"[874972, 835098, 1082269, 1106523, 864335]"
726,"[874972, 5569471, 6423911, 913210, 880427]"
727,"[874972, 912004, 1093413, 885290, 1106523]"
728,"[874972, 9297062, 1029743, 1106523, 5569230]"
729,"[874972, 1029743, 1106523, 5569230, 916122]"
730,"[874972, 1126899, 960732, 8019954, 1029743]"
731,"[874972, 957063, 8090532, 993379, 9676866]"
732,"[9677366, 880427, 5569230, 1126899, 1043787]"
733,"[874972, 937791, 964521, 5569471, 999779]"
734,"[874972, 1029743, 1106523, 5569230, 916122]"
735,"[874972, 5569230, 1029743, 825703, 925862]"
736,"[874972, 5569230, 1090884, 1029743, 955921]"
737,"[874972, 7155863, 7025362, 5981072, 1029743]"
738,"[874972, 1029743, 1127831, 5569230, 916122]"
739,"[874972, 1029743, 5569230, 916122, 844179]"
740,"[970747, 15926886, 925862, 956672, 1097909]"
741,"[12810391, 1004001, 12731714, 831181, 844179]"
742,"[874972, 834117, 1024306, 1106523, 1128812]"
743,"[874972, 829001, 1029743, 1106523, 5569230]"
744,"[849202, 920025, 1070845, 833724, 883003]"
745,"[874972, 889533, 8205252, 1109014, 1046816]"
746,"[874972, 1029743, 5569230, 916122, 844179]"
747,"[825343, 5569471, 12757140, 5568378, 1021715]"
748,"[874972, 1029743, 5569230, 916122, 844179]"
749,"[874972, 1106523, 916122, 5569230, 844179]"
750,"[874972, 9245108, 866211, 1110244, 12301100]"
751,"[874972, 1106523, 963971, 1021116, 1029743]"
752,"[874972, 1139782, 913210, 986912, 921504]"
753,"[874972, 1070820, 880427, 5568072, 1009187]"
754,"[874972, 878996, 1082185, 1126899, 901062]"
755,"[874972, 1121603, 941295, 991874, 12782182]"
756,"[874972, 843898, 1029743, 1106523, 5569230]"
757,"[874972, 13380863, 13776705, 5569471, 1082185]"
758,"[874972, 5568249, 912704, 1029743, 1106523]"
759,"[874972, 911388, 856942, 5568447, 1071446]"
760,"[874972, 1029743, 5569230, 916122, 844179]"
761,"[874972, 5569471, 5591814, 1103691, 1106523]"
762,"[874972, 1136719, 824796, 986912, 938319]"
763,"[874972, 1106523, 916122, 5569230, 844179]"
764,"[874972, 7409644, 6534035, 1029743, 904574]"
765,"[874972, 6463717, 957736, 1050851, 944137]"
766,"[874972, 952399, 1029743, 916990, 847207]"
767,"[874972, 8069350, 959219, 868548, 5568378]"
768,"[917384, 8090537, 823704, 913210, 1029743]"
769,"[874972, 1029743, 1106523, 5569230, 916122]"
770,"[874972, 9833277, 904236, 1029743, 1106523]"
771,"[874972, 911388, 5570467, 1022066, 9419525]"
772,"[874972, 1029743, 1106523, 5569230, 916122]"
773,"[874972, 859427, 894406, 909714, 13876348]"
774,"[874972, 1106523, 1118033, 1004906, 8069336]"
775,"[874972, 1029743, 5569230, 916122, 844179]"
776,"[874972, 1029743, 1106523, 5569230, 916122]"
777,"[874972, 916993, 929018, 1070820, 6533608]"
778,"[874972, 1029743, 5569230, 916122, 844179]"
779,"[874972, 833724, 890695, 5567702, 963365]"
780,"[874972, 1112205, 863632, 1029743, 1106523]"
781,"[874972, 842140, 1001277, 1046816, 910673]"
782,"[874972, 899624, 5581335, 861279, 1029743]"
783,"[874972, 5569230, 916122, 1029743, 844179]"
784,"[874972, 1029252, 5569230, 1139782, 1138682]"
785,"[874972, 976199, 1081177, 1126899, 825703]"
786,"[1065538, 1122358, 1101010, 972665, 1008032]"
787,"[1029688, 909714, 1082185, 1079528, 5567702]"
788,"[10198378, 12946027, 1126899, 913210, 874563]"
789,"[874972, 921504, 1059922, 922561, 919681]"
790,"[874972, 1041688, 6552254, 6704207, 1037089]"
791,"[874972, 1029743, 5569230, 916122, 844179]"
792,"[874972, 1029743, 1106523, 5569230, 916122]"
793,"[860248, 859191, 8090539, 1126294, 1029743]"
794,"[950638, 1126899, 1029743, 1106523, 5569230]"
795,"[874972, 885290, 1138292, 1028995, 5590613]"
796,"[874972, 1004001, 1029743, 1106523, 5569230]"
797,"[1048257, 994223, 1029743, 1106523, 5569230]"
798,"[970747, 983584, 1101010, 1048237, 899624]"
799,"[874972, 1008032, 842140, 1082185, 1029743]"
800,"[970747, 12262992, 9655212, 9677236, 10285006]"
801,"[874972, 922127, 1029743, 12731685, 909497]"
802,"[1134483, 890695, 1066783, 983584, 1004906]"
803,"[874972, 1050851, 908318, 969866, 959272]"
804,"[874972, 901776, 1138443, 1101010, 1029743]"
805,"[1038663, 1018809, 1094308, 949023, 899624]"
806,"[874972, 1004001, 880050, 5569471, 1029743]"
807,"[874972, 938319, 8293439, 8090653, 1029743]"
808,"[874972, 1110244, 957736, 963835, 1016800]"
809,"[874972, 993638, 990656, 1029743, 1106523]"
810,"[874972, 1029743, 5569230, 916122, 844179]"
811,"[874972, 910032, 1116770, 1029743, 1079987]"
812,"[874972, 1096635, 960791, 1029743, 1029743]"
813,"[874972, 8090521, 15831255, 834117, 1076187]"
814,"[874972, 947201, 978906, 1053530, 825365]"
815,"[874972, 1029743, 5569230, 916122, 844179]"
816,"[874972, 819978, 1082185, 1029743, 1106523]"
817,"[874972, 5569471, 831181, 1070820, 904574]"
818,"[874972, 885290, 6602697, 1029743, 9297191]"
819,"[874972, 1106523, 5569230, 916122, 844179]"
820,"[874972, 1097001, 13190349, 8090509, 995628]"
821,"[874972, 1029743, 5569230, 916122, 844179]"
822,"[874972, 7166865, 933067, 917407, 940947]"
823,"[970747, 1043494, 893018, 913210, 6534035]"
824,"[874972, 1067779, 7441210, 1029743, 1106523]"
825,"[874972, 1135044, 923789, 915493, 12731436]"
826,"[948670, 1029743, 1106523, 5569230, 916122]"
827,"[874972, 1029743, 844179, 5569230, 916122]"
828,"[874972, 1029743, 5569230, 916122, 844179]"
829,"[874972, 10344585, 854900, 1018740, 1132771]"
830,"[874972, 5569230, 916122, 1029743, 844179]"
831,"[955259, 1137775, 995916, 957736, 10180324]"
832,"[874972, 1126899, 1029743, 1106523, 5569230]"
833,"[874972, 1029743, 5569230, 916122, 844179]"
834,"[874972, 1029743, 5569230, 916122, 844179]"
835,"[874972, 1029743, 5569230, 916122, 844179]"
836,"[874972, 1029743, 1106523, 5569230, 916122]"
837,"[874972, 1029743, 5569230, 916122, 844179]"
838,"[874972, 819308, 12755327, 883940, 1112238]"
839,"[837569, 9673266, 1011457, 1082185, 1029743]"
840,"[933354, 1018740, 1078666, 1090884, 8205418]"
841,"[852015, 976199, 970747, 922561, 1135468]"
842,"[874972, 903602, 907631, 9245108, 1083111]"
843,"[1103808, 1044078, 999858, 5569230, 930283]"
844,"[14106445, 983106, 6602447, 1051468, 1003616]"
845,"[9655676, 999104, 960421, 8090533, 1009361]"
846,"[874972, 5564526, 1128016, 1029743, 1106523]"
847,"[874972, 6034857, 902172, 1005274, 901062]"
848,"[874972, 1029743, 5569230, 916122, 844179]"
849,"[874972, 5575861, 13071902, 9803601, 855202]"
850,"[874972, 870547, 1130858, 1029743, 1106523]"
851,"[874972, 1029743, 1106523, 5569230, 916122]"
852,"[874972, 863447, 963868, 1062128, 1024306]"
853,"[1051046, 936914, 845462, 6602729, 951412]"
854,"[12262830, 954994, 1012701, 1051323, 1004906]"
855,"[874972, 835973, 1121360, 986912, 5569230]"
856,"[1002787, 957063, 6979579, 9419487, 5587656]"
857,"[874972, 1029743, 1106523, 5569230, 916122]"
858,"[874972, 1089025, 1082141, 1070820, 1074516]"
859,"[874972, 936470, 1029743, 1075368, 6395907]"
860,"[874972, 866211, 1082185, 1029743, 1106523]"
861,"[874972, 1072523, 1029743, 1106523, 5569230]"
862,"[874972, 920695, 832678, 1029743, 1106523]"
863,"[874972, 1046756, 12672980, 986912, 884686]"
864,"[1065538, 1131321, 9677874, 1101010, 983584]"
865,"[874972, 903602, 839656, 1075368, 1106523]"
866,"[874972, 914318, 6034857, 983584, 844179]"
867,"[874972, 910473, 910184, 1075368, 983584]"
868,"[874972, 6534030, 1056509, 1070820, 9884484]"
869,"[874972, 956486, 845208, 1044078, 1029743]"
870,"[874972, 1029743, 5569230, 916122, 844179]"
871,"[874972, 986912, 10285006, 854754, 1016709]"
872,"[874972, 1106523, 5569230, 916122, 844179]"
873,"[874972, 1043663, 1004906, 1029743, 1122358]"
874,"[874972, 1029743, 5569230, 916122, 844179]"
875,"[874972, 1098844, 1015474, 971983, 7025202]"
876,"[899019, 959179, 909714, 1003649, 1122358]"
877,"[874972, 1098844, 925862, 1055504, 10456152]"
878,"[874972, 1131321, 921504, 985893, 1118033]"
879,"[12731517, 1070820, 13380863, 1101010, 1117128]"
880,"[874972, 1029743, 1106523, 5569230, 916122]"
881,"[874972, 843898, 12301109, 9884698, 890695]"
882,"[879734, 1106271, 837644, 1106523, 1043751]"
883,"[1110111, 5569471, 9419888, 5568447, 832678]"
884,"[874972, 5591083, 1029743, 1106523, 5569230]"
885,"[1038663, 983584, 1116635, 1131321, 1018740]"
886,"[874972, 1070820, 1029743, 1106523, 5569230]"
887,"[874972, 1029743, 1106523, 5569230, 916122]"
888,"[874972, 1113438, 13213106, 5568072, 979877]"
889,"[874972, 1122358, 1018769, 8090532, 1019643]"
890,"[874972, 1029743, 844179, 5569230, 916122]"
891,"[9677366, 9884698, 976199, 936914, 1106523]"
892,"[874972, 1029743, 5569230, 916122, 844179]"
893,"[874972, 8090537, 1019643, 1106523, 895295]"
894,"[874972, 878775, 1029743, 1106523, 5569230]"
895,"[874972, 995965, 9575582, 7024847, 892728]"
896,"[874972, 9527187, 5570109, 913210, 921504]"
897,"[874972, 891632, 5569471, 1070845, 991223]"
898,"[5578437, 1077429, 887325, 5569471, 972665]"
899,"[874972, 983584, 8069336, 1116020, 1029743]"
900,"[981677, 891632, 1005274, 986912, 1101010]"
901,"[6979415, 8090541, 1016104, 955921, 1132771]"
902,"[874972, 1029743, 5569230, 916122, 844179]"
903,"[874972, 1070820, 1005274, 1029743, 1106523]"
904,"[874972, 841016, 957736, 891505, 908318]"
905,"[874972, 1029743, 1106523, 5569230, 916122]"
906,"[874972, 1122358, 999858, 6979248, 910673]"
907,"[969725, 5569230, 6602697, 1092588, 8203851]"
908,"[12812261, 913671, 896085, 1070820, 971922]"
909,"[899019, 959179, 864279, 963835, 1034955]"
910,"[849202, 1010259, 5569230, 940947, 7166865]"
911,"[874972, 965842, 854852, 1011926, 1055425]"
912,"[874972, 5569230, 916122, 1029743, 844179]"
913,"[899019, 1136719, 919423, 994223, 10344585]"
914,"[938138, 6533608, 1115098, 986912, 1029743]"
915,"[874972, 1120261, 5592931, 880150, 957232]"
916,"[1110111, 1091520, 12672980, 824193, 913210]"
917,"[874972, 1029743, 5569230, 916122, 844179]"
918,"[874972, 1029743, 5569230, 916122, 844179]"
919,"[874972, 1029743, 893018, 952408, 1081177]"
920,"[874972, 849697, 7154535, 1058709, 1097001]"
921,"[874972, 1106523, 5569230, 916122, 844179]"
922,"[874972, 1047769, 1055425, 1130581, 1132198]"
923,"[874972, 850925, 910032, 863447, 1012587]"
924,"[874972, 1106523, 8276172, 6534035, 849505]"
925,"[874972, 1082185, 1029743, 1106523, 5569230]"
926,"[874972, 849578, 957232, 1138443, 925854]"
927,"[874972, 1029743, 1106523, 5569230, 916122]"
928,"[1137346, 931255, 911614, 5565802, 1115175]"
929,"[874972, 8090521, 1075283, 1070820, 938319]"
930,"[874972, 1029743, 5569230, 916122, 844179]"
931,"[874972, 1029743, 1106523, 5569230, 916122]"
932,"[1069312, 8090532, 9487606, 888835, 910473]"
933,"[874972, 937791, 1106523, 1056509, 1029743]"
934,"[904997, 1012801, 1131321, 896292, 1135258]"
935,"[874972, 862725, 13775274, 1061982, 9836195]"
936,"[12384953, 1030093, 834572, 986912, 935578]"
937,"[874972, 1101706, 891961, 1134810, 915586]"
938,"[874972, 1029743, 1106523, 5569230, 916122]"
939,"[874972, 1024306, 861494, 839438, 896085]"
940,"[874972, 896757, 1019637, 1030093, 10456164]"
941,"[919766, 999090, 6514259, 5567702, 7025326]"
942,"[874972, 1025581, 1029743, 1106523, 5569230]"
943,"[874972, 1106523, 13381584, 5592931, 1029743]"
944,"[969725, 12757316, 1101010, 1132771, 866211]"
945,"[12731432, 832678, 860703, 1082185, 1029743]"
946,"[984680, 895680, 908064, 1093413, 1082185]"
947,"[1134483, 1101010, 949965, 9523058, 1037863]"
948,"[874972, 1029743, 5569230, 916122, 844179]"
949,"[904129, 965889, 7409951, 868548, 913210]"
950,"[874972, 1029743, 5569230, 916122, 844179]"
951,"[874972, 878222, 13210025, 965766, 1090507]"
952,"[12731517, 1106523, 862335, 947201, 1023196]"
953,"[874972, 983584, 1029743, 8069230, 877310]"
954,"[874972, 1029743, 1106523, 5569230, 916122]"
955,"[874972, 986912, 1118033, 1046587, 972143]"
956,"[12731517, 865174, 824931, 1104349, 1070820]"
957,"[874972, 1018740, 896085, 1032703, 920191]"
958,"[874972, 1029743, 5569230, 916122, 844179]"
959,"[874972, 1069003, 897671, 1106523, 883202]"
960,"[874972, 1036347, 1029743, 1106523, 5569230]"
961,"[874972, 5568447, 12428017, 1029743, 1093113]"
962,"[874972, 893018, 995816, 854754, 943362]"
963,"[874972, 1106523, 5569230, 916122, 844179]"
964,"[948670, 1043663, 949023, 8090521, 1106523]"
965,"[874972, 995965, 895166, 6904613, 12301100]"
966,"[874972, 1017369, 1029743, 1106523, 5569230]"
967,"[874972, 1029743, 5569230, 916122, 844179]"
968,"[12810389, 15926844, 1034956, 983584, 1039627]"
969,"[874972, 1106523, 5569230, 916122, 844179]"
970,"[1103808, 949151, 9245106, 825703, 1063577]"
971,"[874972, 904521, 1110244, 1075368, 919535]"
972,"[874972, 910032, 7024927, 6632283, 13008334]"
973,"[874972, 861021, 862335, 921406, 1000542]"
974,"[874972, 1029743, 1106523, 5569230, 916122]"
975,"[874972, 9802981, 5569471, 995965, 13381584]"
976,"[14106445, 956274, 892728, 1087081, 9392700]"
977,"[874972, 938319, 965041, 9245106, 880377]"
978,"[1111080, 5570383, 999104, 1070820, 1139142]"
979,"[874972, 6602697, 1005274, 8066803, 1007414]"
980,"[874972, 1074333, 965842, 1127758, 1039578]"
981,"[874972, 885290, 1065061, 1092937, 901460]"
982,"[948670, 1121384, 1063855, 1075368, 912004]"
983,"[849202, 912004, 901397, 1075368, 921504]"
984,"[874972, 1029743, 1106523, 5569230, 916122]"
985,"[874972, 6602729, 999104, 896085, 976199]"
986,"[874972, 1124029, 8019216, 8090440, 6391532]"
987,"[874972, 1029743, 1106523, 5569230, 916122]"
988,"[874972, 913210, 9420067, 1070820, 1116005]"
989,"[874972, 1094308, 948086, 1029743, 1089766]"
990,"[874972, 1029743, 5569230, 916122, 844179]"
991,"[874972, 1029743, 5569230, 916122, 844179]"
992,"[874972, 909714, 5995312, 1098248, 12301100]"
993,"[849202, 983584, 938319, 8090539, 883003]"
994,"[874972, 993592, 10344586, 1029743, 844179]"
995,"[874972, 1106523, 5569230, 916122, 844179]"
996,"[948670, 865026, 896085, 1009187, 953539]"
997,"[874972, 1029743, 5569230, 916122, 844179]"
998,"[1000753, 13002975, 5591814, 824193, 832678]"
999,"[874972, 885290, 5582712, 983584, 1029743]"
1000,"[9677366, 848878, 982955, 986912, 854852]"
1001,"[874972, 1029743, 1106523, 5569230, 916122]"
1002,"[860248, 1029743, 1002178, 895680, 959316]"
1003,"[874972, 1106523, 916122, 5569230, 844179]"
1004,"[1130729, 1043730, 1122568, 897083, 1029743]"
1005,"[874972, 879393, 895166, 12301100, 6534074]"
1006,"[874972, 1112825, 1051516, 963868, 1029743]"
1007,"[874972, 954778, 1029743, 1106523, 5569230]"
1008,"[874972, 1029743, 1106523, 5569230, 916122]"
1009,"[874972, 1029743, 5569230, 916122, 844179]"
